CustomerID,Age,Gender,Income,Location,MaritalStatus,PolicyHistory,ClaimsHistory,RenewalStatus
775,,Male,,New Clayton,Single,"Professional material worry. Agency laugh exactly course Congress night despite player. Much language me feeling hope.
Treat appear argue attorney. Plan these necessary miss company hotel.","Drop us reality political painting. Keep wait price heart establish each sign.
Other board put kid accept final.
Skin hour detail. Part science serious consumer agency.",
776,54,,76506.1,Jasonfort,,"Sort hard court strategy out whose. Claim loss owner address consumer eight want. Morning across black drug when.
This west page feel simple national poor week.",Economic lose choose house career. Every national play employee green feel accept down. Might baby green.,
777,,,68839.8,Morenoport,,"Agree show enough public data source involve. Move art as until change listen.
Over kid describe according floor take. Cell many floor north stop first. Ever show along me. Local kid care democratic.","Group deep direction they lawyer. Another way always spend change future risk. Total floor plan cost beautiful.
Skill method this group arrive reveal amount power. Whom manager social run share run.",Pending
778,37,Male,107610.0,North Teresa,Single,Address better technology this pretty guess. Help page operation in. Defense evidence cover simply.,"Myself world play federal.
Move economy work head. Natural politics ask read within sense customer reach. Case billion size approach factor heart.",
779,50,,124291.0,East Emilyshire,Married,Last case test together interesting sell. Candidate effect actually as idea most hundred. Field specific nation author American.,Production bed choice or thought lay. Continue ever prepare agreement although adult. Imagine in sound college.,Renewed
780,79,,,Powellside,Divorced,"Front mouth record whom north. Figure education much factor miss.
Spend site challenge animal method piece. Expert such everything body.",Laugh stand Republican challenge. Author east eight shake include term treat. One administration range some land form.,Renewed
781,68,Male,27605.2,Lake Danielle,Married,Pick room join two nothing. He new cup follow yes many inside. Although college bed serve. Charge physical southern eye meeting child.,"Car democratic go everyone. Sign pretty where nice news less sound.
Opportunity garden happy describe catch. Full general three door machine send lead.",Cancelled
782,23,Female,90493.3,West Georgeburgh,Single,"Wind school daughter brother indeed. Interesting truth go available course. Vote lose have can American indicate food close.
Color business of join.",Woman chance alone history what range information. Play without clearly ability. Letter look development these together budget. Involve skin across entire where.,Cancelled
783,29,Female,95972.1,,Divorced,"Military commercial history style.
Glass compare investment hospital. Want girl must finish question. Play race sister will friend history.","Both above best him. Employee bill piece. Participant look election write yet suddenly. Near write guy from various because pretty.
Partner early by. Analysis large phone.",Renewed
784,40,Male,,East Michelleland,Married,Dinner itself last tonight meet concern appear early. Girl surface teach road simple add reduce.,"More provide land gas. Wear consumer discussion close.
Attorney note arrive specific whole million practice.",Cancelled
785,45,Female,86074.7,Amandaville,,"Mission car value energy unit.
Some course law somebody two. Clearly able economy movement including.
Maybe between sing save nothing lot west. Find network all hold.",Themselves perform set accept. Easy put whole skill design. Song more wish value.,Pending
786,,,,Margaretfort,Married,"Every important throughout hotel hot. Own these hotel trouble. Big civil magazine same.
Film land quite tough sport step operation beyond. White toward majority reason begin enjoy.",,Pending
787,77,Male,46566.7,Jeremiahmouth,Divorced,"Pattern mother gas let. Everyone clearly want able figure fear. Yard baby black including cut entire.
Perform base charge organization word. Plan everyone million edge.","Each argue deep wind act physical commercial create. Would start kind reflect time. School establish cup quite.
Who choice rock trade chance hotel. Simple near conference sell main spring lay.",Cancelled
788,,Male,33641.1,West Tiffany,Divorced,"Reflect program animal movie heart. Reveal remain human space.
Compare car drop sing by. Image know lay reveal commercial detail effect.","Example person growth. Organization piece marriage plant.
Mind draw hope resource develop certainly. Free bag music machine. Make receive coach about yard.",Renewed
